Min Leaf Split,Accuracy,SKlearn Accuracy,F1-Score,SKlearn F1-Score,Precision,SKlearn Presicion,Recall,SKlearn Recall,Fitting Time,SKlearn Fitting Time,Prediction Time,SKlearn Prediction Time,Tree Depth,SKlearn Tree Depth,Model Size,SKlearn Model Size
67,0.9214078674948241,0.9370600414078675,0.9215341217522834,0.9371169477203513,0.887875,0.8926098503230989,0.9008333333333333,0.9333333333333333,0.033386569999856876,0.0004973500001142384,0.003252230000180134,0.00010997999997925944,5.5,4.5,1343.1,2446.4
68,0.9285300207039338,0.9399171842650104,0.9286713823947033,0.9398576169309039,0.8838991430025912,0.9157524446381071,0.9171666666666667,0.9171666666666667,0.03470216000005166,0.0005218599997533601,0.0035017100004552048,0.00011221999975532526,5.8,4.4,1394.2,2562.5
69,0.9327536231884059,0.9370600414078675,0.9331575589302161,0.9365153748490662,0.8706859389853945,0.9154090053590961,0.9503333333333334,0.9041666666666666,0.04085694999994303,0.0006297000001723064,0.004416930000115826,0.0001650699998208438,6.2,4.9,1410.6,2533.4
70,0.9184057971014493,0.9299171842650104,0.9185215179651959,0.9299308307144996,0.8733932231085106,0.887304427776297,0.9043333333333334,0.9168333333333332,0.04505787000016426,0.0006578900000022258,0.0037367200002336176,0.00025592000001779526,5.4,4.8,1342.8,2490.2
71,0.9255900621118013,0.9471221532091099,0.925604677808385,0.9469304733944623,0.878607216538251,0.925188811188811,0.917,0.9208333333333332,0.050194659999760916,0.000840730000527401,0.005169849999947474,0.00019083000042883214,6.6,4.3,1496.8,2388.5
72,0.9242236024844722,0.9313664596273293,0.9246447572124294,0.9318310072099351,0.8708320680929378,0.8747837347837347,0.9211666666666666,0.9380000000000001,0.04193638999968243,0.0006775700001526274,0.003955270000187738,0.00018698999974731123,5.4,4.3,1283.0,2460.8
73,0.9270186335403727,0.9385300207039338,0.9276219650502394,0.9387081116873619,0.8738377733377733,0.8968816498344235,0.9338333333333335,0.9336666666666668,0.047101250000378056,0.0005531300001166528,0.0040826099999321745,0.00022786999979871326,6.3,4.0,1445.5,2374.4
74,0.9227743271221532,0.9313457556935818,0.9239158811688757,0.9313769538164595,0.8448253406874097,0.892592689961111,0.9625,0.9166666666666667,0.030973180000546562,0.0005084399999759626,0.0030534900002749054,0.00010651999964466086,5.5,4.2,1274.3,2373.8
75,0.9285300207039338,0.945631469979296,0.9282911549941337,0.9456729206661827,0.9037395575439054,0.9183795986622073,0.8966666666666668,0.9253333333333333,0.03075520000020333,0.0005061100000602892,0.0028204400005051866,0.00010317000014765653,4.9,3.9,1232.3,2330.3
76,0.919896480331263,0.9513457556935817,0.9195356345059056,0.9513260120896867,0.8895244682853379,0.9267594000202696,0.8791666666666667,0.9333333333333332,0.03217341999989003,0.0005242600002020481,0.0031355500001154723,0.00012397000009514158,5.5,4.0,1283.7,2417.3
77,0.9141821946169773,0.9269772256728779,0.9136963093466626,0.9269561932594895,0.8797136422353814,0.8935543177462218,0.8753333333333334,0.9045,0.03404204999951617,0.0005122300002767588,0.003478749999885622,0.00013756000007560942,5.7,4.2,1393.7,2388.5
78,0.9169772256728779,0.9313250517598345,0.9178748896100352,0.9321504699448144,0.8403594234628716,0.8664823400091999,0.942,0.9625,0.03187304999992193,0.0005104700001538731,0.0030782099998759803,0.00010974999986501643,5.4,4.1,1291.9,2388.8
79,0.9212836438923396,0.9299378881987579,0.9214344449371709,0.9296939316663198,0.8781216754260232,0.9058431882959619,0.9003333333333334,0.8959999999999999,0.03814077000006364,0.0006095199998526369,0.0037351600001784393,0.00016457000019727276,6.0,4.1,1377.3,2344.7
